Time,X,Y,Z,Vx,Vy,Vz,dVel_X,dVel_Y,dVel_Z,Alt(m)
99.3,-2977823.23,4022150.06,4027865.26,-1267.77,-318.74,382.67,4.45,-5.83364,-6.06516,54376.55
99.4,-2977949.94,4022118.1,4027903.44,-1267.33,-319.32,382.06,4.44,-5.83353,-6.06494,54439.2
99.5,-2978076.61,4022086.08,4027941.55,-1266.89,-319.91,381.46,4.44,-5.83343,-6.06473,54501.77
99.6,-2978203.23,4022054,4027979.61,-1266.44,-320.49,380.85,4.44,-5.83333,-6.06451,54564.24
99.7,-2978329.81,4022021.86,4028017.6,-1266,-321.07,380.24,4.44,-5.83322,-6.06429,54626.62
99.8,-2978456.34,4021989.67,4028055.53,-1265.55,-321.66,379.64,4.44,-5.83312,-6.06408,54688.9
99.9,-2978582.83,4021957.41,4028093.41,-1265.11,-322.24,379.03,4.44,-5.83301,-6.06387,54751.09
100,-2978709.27,4021925.1,4028131.22,-1264.66,-322.82,378.42,4.44,-5.8329,-6.06366,54813.19
100.1,-2978835.67,4021892.73,4028168.97,-1264.22,-323.41,377.82,4.44,-5.8328,-6.06345,54875.2
100.2,-2978962.03,4021860.3,4028206.66,-1263.78,-323.99,377.21,4.44,-5.83269,-6.06324,54937.11
100.3,-2979088.34,4021827.82,4028244.29,-1263.33,-324.57,376.61,4.44,-5.83258,-6.06304,54998.93
100.4,-2979214.6,4021795.27,4028281.86,-1262.89,-325.16,376,4.44,-5.83248,-6.06283,55060.66
100.5,-2979340.83,4021762.67,4028319.37,-1262.44,-325.74,375.39,4.44,-5.83237,-6.06263,55122.3
100.6,-2979467,4021730.01,4028356.82,-1262,-326.32,374.79,4.44,-5.83226,-6.06242,55183.84
100.7,-2979593.14,4021697.29,4028394.2,-1261.55,-326.91,374.18,4.44,-5.83215,-6.06222,55245.29
100.8,-2979719.23,4021664.51,4028431.53,-1261.11,-327.49,373.57,4.44,-5.83205,-6.06202,55306.64
100.9,-2979845.27,4021631.67,4028468.8,-1260.67,-328.07,372.97,4.44,-5.83194,-6.06182,55367.91
101,-2979971.27,4021598.78,4028506,-1260.22,-328.66,372.36,4.44,-5.83183,-6.06162,55429.08
101.1,-2980097.23,4021565.82,4028543.15,-1259.78,-329.24,371.76,4.44,-5.83172,-6.06142,55490.16
101.2,-2980223.14,4021532.81,4028580.23,-1259.33,-329.82,371.15,4.44,-5.83161,-6.06123,55551.14
101.3,-2980349,4021499.74,4028617.26,-1258.89,-330.41,370.54,4.44,-5.8315,-6.06103,55612.03
101.4,-2980474.83,4021466.61,4028654.22,-1258.45,-330.99,369.94,4.44,-5.83139,-6.06084,55672.83
101.5,-2980600.61,4021433.43,4028691.12,-1258,-331.57,369.33,4.44,-5.83128,-6.06065,55733.54
101.6,-2980726.34,4021400.18,4028727.97,-1257.56,-332.16,368.73,4.44,-5.83117,-6.06045,55794.15
101.7,-2980852.03,4021366.88,4028764.75,-1257.12,-332.74,368.12,4.44,-5.83106,-6.06026,55854.67
101.8,-2980977.67,4021333.52,4028801.47,-1256.67,-333.32,367.51,4.44,-5.83095,-6.06007,55915.1
101.9,-2981103.27,4021300.1,4028838.13,-1256.23,-333.9,366.91,4.44,-5.83084,-6.05988,55975.44
102,-2981228.83,4021266.62,4028874.73,-1255.78,-334.49,366.3,4.44,-5.83073,-6.0597,56035.68
102.1,-2981354.34,4021233.09,4028911.27,-1255.34,-335.07,365.7,4.44,-5.83062,-6.05951,56095.83
102.2,-2981479.81,4021199.49,4028947.75,-1254.9,-335.65,365.09,4.44,-5.83051,-6.05932,56155.89
102.3,-2981605.23,4021165.84,4028984.16,-1254.45,-336.24,364.48,4.44,-5.83039,-6.05914,56215.85
102.4,-2981730.61,4021132.13,4029020.52,-1254.01,-336.82,363.88,4.44,-5.83028,-6.05895,56275.72
102.5,-2981855.95,4021098.36,4029056.82,-1253.57,-337.4,363.27,4.44,-5.83017,-6.05877,56335.5
102.6,-2981981.24,4021064.53,4029093.06,-1253.12,-337.99,362.67,4.44,-5.83006,-6.05859,56395.19
102.7,-2982106.48,4021030.64,4029129.23,-1252.68,-338.57,362.06,4.44,-5.82995,-6.05841,56454.78
102.8,-2982231.68,4020996.7,4029165.35,-1252.23,-339.15,361.45,4.44,-5.82983,-6.05823,56514.28
102.9,-2982356.84,4020962.7,4029201.4,-1251.79,-339.74,360.85,4.44,-5.82972,-6.05805,56573.69
103,-2982481.95,4020928.64,4029237.39,-1251.35,-340.32,360.24,4.44,-5.82961,-6.05787,56633
103.1,-2982607.02,4020894.52,4029273.33,-1250.9,-340.9,359.64,4.44,-5.8295,-6.05769,56692.22
103.2,-2982732.04,4020860.34,4029309.2,-1250.46,-341.48,359.03,4.43,-5.82938,-6.05752,56751.35
103.3,-2982857.02,4020826.1,4029345.01,-1250.02,-342.07,358.43,4.43,-5.82927,-6.05734,56810.39
103.4,-2982981.96,4020791.81,4029380.76,-1249.57,-342.65,357.82,4.43,-5.82916,-6.05716,56869.33
103.5,-2983106.85,4020757.46,4029416.46,-1249.13,-343.23,357.21,4.43,-5.82904,-6.05699,56928.18
103.6,-2983231.7,4020723.05,4029452.09,-1248.69,-343.82,356.61,4.43,-5.82893,-6.05682,56986.94
103.7,-2983356.5,4020688.58,4029487.66,-1248.24,-344.4,356,4.43,-5.82882,-6.05665,57045.61
103.8,-2983481.26,4020654.05,4029523.17,-1247.8,-344.98,355.4,4.43,-5.8287,-6.05647,57104.18
103.9,-2983605.97,4020619.46,4029558.61,-1247.36,-345.56,354.79,4.43,-5.82859,-6.0563,57162.66
104,-2983730.64,4020584.82,4029594,-1246.91,-346.15,354.19,4.43,-5.82847,-6.05613,57221.05
104.1,-2983855.26,4020550.12,4029629.33,-1246.47,-346.73,353.58,4.43,-5.82836,-6.05597,57279.34
104.2,-2983979.84,4020515.36,4029664.6,-1246.03,-347.31,352.97,4.43,-5.82824,-6.0558,57337.54
104.3,-2984104.38,4020480.54,4029699.8,-1245.58,-347.9,352.37,4.43,-5.82813,-6.05563,57395.65
104.4,-2984228.87,4020445.66,4029734.95,-1245.14,-348.48,351.76,4.43,-5.82802,-6.05546,57453.67
104.5,-2984353.32,4020410.73,4029770.04,-1244.7,-349.06,351.16,4.43,-5.8279,-6.0553,57511.59
104.6,-2984477.72,4020375.73,4029805.06,-1244.25,-349.64,350.55,4.43,-5.82779,-6.05513,57569.42
104.7,-2984602.08,4020340.68,4029840.03,-1243.81,-350.23,349.95,4.43,-5.82767,-6.05497,57627.16
104.8,-2984726.4,4020305.57,4029874.93,-1243.37,-350.81,349.34,4.43,-5.82756,-6.05481,57684.8
104.9,-2984850.67,4020270.4,4029909.77,-1242.92,-351.39,348.74,4.43,-5.82744,-6.05464,57742.36
105,-2984974.89,4020235.18,4029944.55,-1242.48,-351.97,348.13,4.43,-5.82732,-6.05448,57799.82
105.1,-2985099.07,4020199.89,4029979.28,-1242.04,-352.56,347.52,4.43,-5.82721,-6.05432,57857.18
105.2,-2985223.21,4020164.55,4030013.94,-1241.59,-353.14,346.92,4.43,-5.82709,-6.05416,57914.46
105.3,-2985347.3,4020129.15,4030048.54,-1241.15,-353.72,346.31,4.43,-5.82698,-6.054,57971.64
105.4,-2985471.35,4020093.69,4030083.08,-1240.71,-354.31,345.71,4.43,-5.82686,-6.05384,58028.73
105.5,-2985595.36,4020058.17,4030117.56,-1240.27,-354.89,345.1,4.43,-5.82675,-6.05368,58085.72
105.6,-2985719.32,4020022.59,4030151.98,-1239.82,-355.47,344.5,4.43,-5.82663,-6.05353,58142.63
105.7,-2985843.23,4019986.96,4030186.34,-1239.38,-356.05,343.89,4.43,-5.82651,-6.05337,58199.44
105.8,-2985967.1,4019951.26,4030220.64,-1238.94,-356.64,343.29,4.43,-5.8264,-6.05321,58256.15
105.9,-2986090.93,4019915.51,4030254.88,-1238.49,-357.22,342.68,4.43,-5.82628,-6.05306,58312.78
106,-2986214.71,4019879.7,4030289.05,-1238.05,-357.8,342.08,4.43,-5.82616,-6.0529,58369.31
106.1,-2986338.45,4019843.84,4030323.17,-1237.61,-358.38,341.47,4.43,-5.82605,-6.05275,58425.75
106.2,-2986462.15,4019807.91,4030357.23,-1237.16,-358.97,340.87,4.43,-5.82593,-6.0526,58482.1
106.3,-2986585.8,4019771.93,4030391.22,-1236.72,-359.55,340.26,4.43,-5.82581,-6.05244,58538.35
106.4,-2986709.4,4019735.88,4030425.16,-1236.28,-360.13,339.66,4.43,-5.8257,-6.05229,58594.51
106.5,-2986832.96,4019699.78,4030459.03,-1235.84,-360.71,339.05,4.43,-5.82558,-6.05214,58650.58
106.6,-2986956.48,4019663.63,4030492.85,-1235.39,-361.3,338.45,4.43,-5.82546,-6.05199,58706.56
106.7,-2987079.95,4019627.41,4030526.6,-1234.95,-361.88,337.84,4.43,-5.82535,-6.05184,58762.44
106.8,-2987203.38,4019591.13,4030560.29,-1234.51,-362.46,337.23,4.43,-5.82523,-6.05169,58818.23
106.9,-2987326.77,4019554.8,4030593.93,-1234.06,-363.04,336.63,4.43,-5.82511,-6.05154,58873.93
107,-2987450.11,4019518.41,4030627.5,-1233.62,-363.63,336.02,4.43,-5.825,-6.05139,58929.54
107.1,-2987573.4,4019481.96,4030661.01,-1233.18,-364.21,335.42,4.43,-5.82488,-6.05125,58985.05
107.2,-2987696.65,4019445.45,4030694.46,-1232.74,-364.79,334.81,4.43,-5.82476,-6.0511,59040.47
107.3,-2987819.86,4019408.88,4030727.85,-1232.29,-365.37,334.21,4.43,-5.82464,-6.05095,59095.8
107.4,-2987943.02,4019372.26,4030761.18,-1231.85,-365.96,333.6,4.43,-5.82453,-6.05081,59151.03
107.5,-2988066.14,4019335.57,4030794.45,-1231.41,-366.54,333,4.43,-5.82441,-6.05066,59206.18
107.6,-2988189.22,4019298.83,4030827.66,-1230.96,-367.12,332.39,4.43,-5.82429,-6.05052,59261.22
107.7,-2988312.25,4019262.03,4030860.81,-1230.52,-367.7,331.79,4.43,-5.82417,-6.05038,59316.18
107.8,-2988435.23,4019225.18,4030893.9,-1230.08,-368.29,331.18,4.43,-5.82406,-6.05023,59371.05
107.9,-2988558.18,4019188.26,4030926.93,-1229.64,-368.87,330.58,4.43,-5.82394,-6.05009,59425.82
108,-2988681.07,4019151.29,4030959.89,-1229.19,-369.45,329.97,4.43,-5.82382,-6.04995,59480.5
108.1,-2988803.93,4019114.25,4030992.8,-1228.75,-370.03,329.37,4.43,-5.8237,-6.04981,59535.08
108.2,-2988926.73,4019077.16,4031025.65,-1228.31,-370.62,328.76,4.43,-5.82359,-6.04967,59589.58
108.3,-2989049.5,4019040.01,4031058.43,-1227.87,-371.2,328.16,4.43,-5.82347,-6.04953,59643.98
108.4,-2989172.22,4019002.81,4031091.16,-1227.42,-371.78,327.55,4.43,-5.82335,-6.04939,59698.28
108.5,-2989294.89,4018965.54,4031123.82,-1226.98,-372.36,326.95,4.43,-5.82323,-6.04925,59752.5
108.6,-2989417.53,4018928.22,4031156.42,-1226.54,-372.95,326.34,4.43,-5.82311,-6.04911,59806.62
108.7,-2989540.11,4018890.84,4031188.97,-1226.1,-373.53,325.74,4.43,-5.823,-6.04897,59860.65
108.8,-2989662.66,4018853.4,4031221.45,-1225.65,-374.11,325.13,4.43,-5.82288,-6.04883,59914.59
108.9,-2989785.16,4018815.9,4031253.87,-1225.21,-374.69,324.53,4.43,-5.82276,-6.0487,59968.44
109,-2989907.61,4018778.34,4031286.24,-1224.77,-375.27,323.92,4.43,-5.82264,-6.04856,60022.19
109.1,-2990030.02,4018740.73,4031318.54,-1224.33,-375.86,323.32,4.43,-5.82252,-6.04842,60075.85
109.2,-2990152.39,4018703.05,4031350.78,-1223.88,-376.44,322.72,4.43,-5.82241,-6.04829,60129.41
109.3,-2990274.71,4018665.32,4031382.96,-1223.44,-377.02,322.11,4.43,-5.82229,-6.04815,60182.89
109.4,-2990396.99,4018627.53,4031415.08,-1223,-377.6,321.51,4.43,-5.82217,-6.04802,60236.27
109.5,-2990519.22,4018589.68,4031447.14,-1222.56,-378.19,320.9,4.42,-5.82205,-6.04788,60289.56
109.6,-2990641.41,4018551.78,4031479.14,-1222.11,-378.77,320.3,4.42,-5.82193,-6.04775,60342.76
109.7,-2990763.55,4018513.81,4031511.08,-1221.67,-379.35,319.69,4.42,-5.82182,-6.04762,60395.86
109.8,-2990885.65,4018475.79,4031542.96,-1221.23,-379.93,319.09,4.42,-5.8217,-6.04749,60448.87
109.9,-2991007.71,4018437.71,4031574.78,-1220.79,-380.51,318.48,4.42,-5.82158,-6.04735,60501.79
110,-2991129.72,4018399.57,4031606.53,-1220.34,-381.1,317.88,4.42,-5.82146,-6.04722,60554.62
110.1,-2991251.69,4018361.38,4031638.23,-1219.9,-381.68,317.27,4.42,-5.82134,-6.04709,60607.35
110.2,-2991373.62,4018323.12,4031669.87,-1219.46,-382.26,316.67,4.42,-5.82123,-6.04696,60659.99
110.3,-2991495.49,4018284.81,4031701.44,-1219.02,-382.84,316.06,4.42,-5.82111,-6.04683,60712.54
110.4,-2991617.33,4018246.44,4031732.96,-1218.57,-383.43,315.46,4.42,-5.82099,-6.0467,60764.99
110.5,-2991739.12,4018208.01,4031764.41,-1218.13,-384.01,314.85,4.42,-5.82087,-6.04657,60817.36
110.6,-2991860.87,4018169.52,4031795.81,-1217.69,-384.59,314.25,4.42,-5.82075,-6.04644,60869.63
110.7,-2991982.57,4018130.97,4031827.14,-1217.25,-385.17,313.64,4.42,-5.82064,-6.04632,60921.81
110.8,-2992104.23,4018092.37,4031858.42,-1216.8,-385.75,313.04,4.42,-5.82052,-6.04619,60973.89
110.9,-2992225.84,4018053.7,4031889.63,-1216.36,-386.34,312.44,4.42,-5.8204,-6.04606,61025.88
111,-2992347.41,4018014.98,4031920.78,-1215.92,-386.92,311.83,4.42,-5.82028,-6.04594,61077.78
111.1,-2992468.94,4017976.2,4031951.87,-1215.48,-387.5,311.23,4.42,-5.82016,-6.04581,61129.59
111.2,-2992590.42,4017937.37,4031982.91,-1215.03,-388.08,310.62,4.42,-5.82004,-6.04568,61181.31
111.3,-2992711.86,4017898.47,4032013.88,-1214.59,-388.66,310.02,4.42,-5.81993,-6.04556,61232.93
111.4,-2992833.25,4017859.52,4032044.79,-1214.15,-389.25,309.41,4.42,-5.81981,-6.04543,61284.46
111.5,-2992954.6,4017820.51,4032075.64,-1213.71,-389.83,308.81,4.42,-5.81969,-6.04531,61335.89
111.6,-2993075.9,4017781.44,4032106.43,-1213.27,-390.41,308.2,4.42,-5.81957,-6.04519,61387.24
111.7,-2993197.16,4017742.31,4032137.16,-1212.82,-390.99,307.6,4.42,-5.81945,-6.04506,61438.49
111.8,-2993318.38,4017703.12,4032167.83,-1212.38,-391.57,306.99,4.42,-5.81934,-6.04494,61489.65
111.9,-2993439.55,4017663.88,4032198.44,-1211.94,-392.16,306.39,4.42,-5.81922,-6.04482,61540.72
112,-2993560.68,4017624.57,4032228.99,-1211.5,-392.74,305.79,4.42,-5.8191,-6.04469,61591.69
112.1,-2993681.76,4017585.21,4032259.47,-1211.05,-393.32,305.18,4.42,-5.81898,-6.04457,61642.57
112.2,-2993802.8,4017545.79,4032289.9,-1210.61,-393.9,304.58,4.42,-5.81886,-6.04445,61693.36
112.3,-2993923.79,4017506.32,4032320.27,-1210.17,-394.48,303.97,4.42,-5.81875,-6.04433,61744.06
112.4,-2994044.75,4017466.78,4032350.57,-1209.73,-395.06,303.37,4.42,-5.81863,-6.04421,61794.66
112.5,-2994165.65,4017427.19,4032380.82,-1209.29,-395.65,302.76,4.42,-5.81851,-6.04409,61845.17
112.6,-2994286.51,4017387.53,4032411.01,-1208.84,-396.23,302.16,4.42,-5.81839,-6.04397,61895.59
112.7,-2994407.33,4017347.82,4032441.13,-1208.4,-396.81,301.55,4.42,-5.81828,-6.04385,61945.92
112.8,-2994528.11,4017308.06,4032471.2,-1207.96,-397.39,300.95,4.42,-5.81816,-6.04373,61996.15
112.9,-2994648.83,4017268.23,4032501.2,-1207.52,-397.97,300.35,4.42,-5.81804,-6.04361,62046.29
113,-2994769.52,4017228.35,4032531.14,-1207.07,-398.56,299.74,4.42,-5.81792,-6.0435,62096.34
113.1,-2994890.16,4017188.4,4032561.03,-1206.63,-399.14,299.14,4.42,-5.81781,-6.04338,62146.3
113.2,-2995010.76,4017148.4,4032590.85,-1206.19,-399.72,298.53,4.42,-5.81769,-6.04326,62196.16
113.3,-2995131.31,4017108.34,4032620.61,-1205.75,-400.3,297.93,4.42,-5.81757,-6.04314,62245.93
113.4,-2995251.82,4017068.22,4032650.32,-1205.31,-400.88,297.32,4.42,-5.81745,-6.04303,62295.61
113.5,-2995372.28,4017028.05,4032679.96,-1204.86,-401.46,296.72,4.42,-5.81734,-6.04291,62345.19
113.6,-2995492.7,4016987.82,4032709.54,-1204.42,-402.05,296.12,4.42,-5.81722,-6.0428,62394.69
113.7,-2995613.08,4016947.52,4032739.06,-1203.98,-402.63,295.51,4.42,-5.8171,-6.04268,62444.09
113.8,-2995733.41,4016907.17,4032768.52,-1203.54,-403.21,294.91,4.42,-5.81698,-6.04257,62493.39
113.9,-2995853.7,4016866.77,4032797.92,-1203.1,-403.79,294.3,4.42,-5.81687,-6.04245,62542.61
114,-2995973.94,4016826.3,4032827.26,-1202.65,-404.37,293.7,4.42,-5.81675,-6.04234,62591.73
114.1,-2996094.14,4016785.77,4032856.54,-1202.21,-404.95,293.09,4.42,-5.81663,-6.04222,62640.76
114.2,-2996214.3,4016745.19,4032885.76,-1201.77,-405.54,292.49,4.42,-5.81652,-6.04211,62689.7
114.3,-2996334.41,4016704.55,4032914.92,-1201.33,-406.12,291.89,4.42,-5.8164,-6.042,62738.55
114.4,-2996454.47,4016663.85,4032944.01,-1200.88,-406.7,291.28,4.42,-5.81628,-6.04188,62787.3
114.5,-2996574.49,4016623.1,4032973.05,-1200.44,-407.28,290.68,4.42,-5.81616,-6.04177,62835.96
114.6,-2996694.47,4016582.28,4033002.03,-1200,-407.86,290.07,4.42,-5.81605,-6.04166,62884.53
114.7,-2996814.41,4016541.41,4033030.94,-1199.56,-408.44,289.47,4.42,-5.81593,-6.04155,62933
114.8,-2996934.3,4016500.47,4033059.8,-1199.12,-409.03,288.86,4.42,-5.81581,-6.04144,62981.38
114.9,-2997054.14,4016459.48,4033088.6,-1198.67,-409.61,288.26,4.42,-5.8157,-6.04133,63029.67
115,-2997173.94,4016418.44,4033117.33,-1198.23,-410.19,287.66,4.42,-5.81558,-6.04121,63077.87
115.1,-2997293.7,4016377.33,4033146.01,-1197.79,-410.77,287.05,4.42,-5.81546,-6.0411,63125.98
115.2,-2997413.41,4016336.17,4033174.62,-1197.35,-411.35,286.45,4.42,-5.81535,-6.04099,63173.99
115.3,-2997533.08,4016294.94,4033203.18,-1196.91,-411.93,285.84,4.42,-5.81523,-6.04089,63221.91
115.4,-2997652.7,4016253.66,4033231.67,-1196.46,-412.52,285.24,4.42,-5.81511,-6.04078,63269.74
115.5,-2997772.29,4016212.32,4033260.1,-1196.02,-413.1,284.64,4.42,-5.815,-6.04067,63317.47
115.6,-2997891.82,4016170.93,4033288.48,-1195.58,-413.68,284.03,4.42,-5.81488,-6.04056,63365.11
115.7,-2998011.31,4016129.47,4033316.79,-1195.14,-414.26,283.43,4.42,-5.81477,-6.04045,63412.66
115.8,-2998130.76,4016087.96,4033345.04,-1194.7,-414.84,282.82,4.42,-5.81465,-6.04034,63460.12
115.9,-2998250.16,4016046.39,4033373.23,-1194.25,-415.42,282.22,4.42,-5.81453,-6.04024,63507.48
116,-2998369.52,4016004.76,4033401.36,-1193.81,-416,281.62,4.42,-5.81442,-6.04013,63554.76
116.1,-2998488.84,4015963.07,4033429.44,-1193.37,-416.59,281.01,4.42,-5.8143,-6.04002,63601.94
116.2,-2998608.11,4015921.33,4033457.45,-1192.93,-417.17,280.41,4.42,-5.81419,-6.03992,63649.02
116.3,-2998727.34,4015879.52,4033485.4,-1192.49,-417.75,279.8,4.42,-5.81407,-6.03981,63696.02
116.4,-2998846.52,4015837.66,4033513.29,-1192.05,-418.33,279.2,4.42,-5.81395,-6.0397,63742.92
116.5,-2998965.66,4015795.74,4033541.12,-1191.6,-418.91,278.6,4.42,-5.81384,-6.0396,63789.73
116.6,-2999084.75,4015753.76,4033568.88,-1191.16,-419.49,277.99,4.42,-5.81372,-6.03949,63836.45
116.7,-2999203.8,4015711.72,4033596.59,-1190.72,-420.07,277.39,4.42,-5.81361,-6.03939,63883.07
116.8,-2999322.81,4015669.63,4033624.24,-1190.28,-420.66,276.78,4.42,-5.81349,-6.03928,63929.6
116.9,-2999441.77,4015627.48,4033651.83,-1189.84,-421.24,276.18,4.42,-5.81338,-6.03918,63976.04
117,-2999560.68,4015585.27,4033679.36,-1189.39,-421.82,275.58,4.42,-5.81326,-6.03908,64022.39
117.1,-2999679.56,4015543,4033706.82,-1188.95,-422.4,274.97,4.42,-5.81315,-6.03897,64068.65
117.2,-2999798.39,4015500.67,4033734.23,-1188.51,-422.98,274.37,4.42,-5.81303,-6.03887,64114.81
117.3,-2999917.17,4015458.29,4033761.58,-1188.07,-423.56,273.76,4.42,-5.81292,-6.03877,64160.88
117.4,-3000035.91,4015415.84,4033788.86,-1187.63,-424.14,273.16,4.42,-5.8128,-6.03866,64206.86
117.5,-3000154.61,4015373.34,4033816.09,-1187.18,-424.72,272.56,4.42,-5.81269,-6.03856,64252.74
117.6,-3000273.26,4015330.78,4033843.25,-1186.74,-425.31,271.95,4.42,-5.81257,-6.03846,64298.53
117.7,-3000391.87,4015288.16,4033870.36,-1186.3,-425.89,271.35,4.42,-5.81246,-6.03836,64344.23
117.8,-3000510.43,4015245.49,4033897.4,-1185.86,-426.47,270.75,4.42,-5.81234,-6.03826,64389.84
117.9,-3000628.95,4015202.75,4033924.39,-1185.42,-427.05,270.14,4.42,-5.81223,-6.03815,64435.35
118,-3000747.43,4015159.96,4033951.31,-1184.97,-427.63,269.54,4.42,-5.81211,-6.03805,64480.78
118.1,-3000865.86,4015117.11,4033978.17,-1184.53,-428.21,268.93,4.42,-5.812,-6.03795,64526.11
118.2,-3000984.24,4015074.2,4034004.98,-1184.09,-428.79,268.33,4.42,-5.81188,-6.03785,64571.34
118.3,-3001102.59,4015031.24,4034031.72,-1183.65,-429.37,267.73,4.42,-5.81177,-6.03775,64616.49
118.4,-3001220.89,4014988.21,4034058.4,-1183.21,-429.96,267.12,4.42,-5.81166,-6.03765,64661.54
118.5,-3001339.14,4014945.13,4034085.02,-1182.77,-430.54,266.52,4.42,-5.81154,-6.03755,64706.5
118.6,-3001457.35,4014901.99,4034111.58,-1182.32,-431.12,265.92,4.42,-5.81143,-6.03746,64751.37
118.7,-3001575.52,4014858.79,4034138.08,-1181.88,-431.7,265.31,4.42,-5.81131,-6.03736,64796.14
118.8,-3001693.64,4014815.53,4034164.53,-1181.44,-432.28,264.71,4.42,-5.8112,-6.03726,64840.83
118.9,-3001811.72,4014772.22,4034190.91,-1181,-432.86,264.1,4.42,-5.81109,-6.03716,64885.42
119,-3001929.75,4014728.84,4034217.23,-1180.56,-433.44,263.5,4.42,-5.81097,-6.03706,64929.91
119.1,-3002047.74,4014685.41,4034243.48,-1180.12,-434.02,262.9,4.42,-5.81086,-6.03696,64974.32
119.2,-3002165.69,4014641.92,4034269.68,-1179.67,-434.6,262.29,4.42,-5.81075,-6.03687,65018.63
119.3,-3002283.59,4014598.38,4034295.82,-1179.23,-435.19,261.69,4.42,-5.81063,-6.03677,65062.85
119.4,-3002401.44,4014554.77,4034321.9,-1178.79,-435.77,261.09,4.42,-5.81052,-6.03667,65106.98
119.5,-3002519.26,4014511.11,4034347.92,-1178.35,-436.35,260.48,4.42,-5.81041,-6.03658,65151.01
119.6,-3002637.02,4014467.38,4034373.88,-1177.91,-436.93,259.88,4.42,-5.81029,-6.03648,65194.96
119.7,-3002754.75,4014423.6,4034399.77,-1177.46,-437.51,259.27,4.42,-5.81018,-6.03639,65238.81
119.8,-3002872.43,4014379.77,4034425.61,-1177.02,-438.09,258.67,4.42,-5.81007,-6.03629,65282.56
119.9,-3002990.06,4014335.87,4034451.39,-1176.58,-438.67,258.07,4.42,-5.80995,-6.03619,65326.23
120,-3003107.66,4014291.92,4034477.1,-1176.14,-439.25,257.46,4.42,-5.80984,-6.0361,65369.8
120.1,-3003225.2,4014247.9,4034502.76,-1175.7,-439.83,256.86,4.42,-5.80973,-6.036,65413.28
120.2,-3003342.71,4014203.83,4034528.36,-1175.26,-440.41,256.26,4.42,-5.80962,-6.03591,65456.67
120.3,-3003460.17,4014159.7,4034553.89,-1174.81,-441,255.65,4.42,-5.8095,-6.03582,65499.97
120.4,-3003577.58,4014115.52,4034579.37,-1174.37,-441.58,255.05,4.42,-5.80939,-6.03572,65543.17
120.5,-3003694.95,4014071.27,4034604.78,-1173.93,-442.16,254.45,4.42,-5.80928,-6.03563,65586.28
120.6,-3003812.28,4014026.97,4034630.13,-1173.49,-442.74,253.84,4.42,-5.80917,-6.03554,65629.3
120.7,-3003929.56,4013982.61,4034655.43,-1173.05,-443.32,253.24,4.42,-5.80906,-6.03544,65672.23
120.8,-3004046.8,4013938.19,4034680.66,-1172.61,-443.9,252.64,4.42,-5.80894,-6.03535,65715.06
120.9,-3004164,4013893.71,4034705.83,-1172.16,-444.48,252.03,4.42,-5.80883,-6.03526,65757.8
121,-3004281.15,4013849.18,4034730.95,-1171.72,-445.06,251.43,4.42,-5.80872,-6.03516,65800.45
121.1,-3004398.25,4013804.58,4034756,-1171.28,-445.64,250.82,4.42,-5.80861,-6.03507,65843
121.2,-3004515.31,4013759.93,4034780.99,-1170.84,-446.22,250.22,4.42,-5.8085,-6.03498,65885.47
121.3,-3004632.33,4013715.22,4034805.92,-1170.4,-446.8,249.62,4.42,-5.80839,-6.03489,65927.84
121.4,-3004749.3,4013670.46,4034830.79,-1169.95,-447.38,249.01,4.42,-5.80828,-6.0348,65970.12
121.5,-3004866.23,4013625.63,4034855.6,-1169.51,-447.97,248.41,4.42,-5.80816,-6.03471,66012.3
121.6,-3004983.12,4013580.75,4034880.36,-1169.07,-448.55,247.81,4.42,-5.80805,-6.03462,66054.4
121.7,-3005099.96,4013535.81,4034905.05,-1168.63,-449.13,247.2,4.42,-5.80794,-6.03453,66096.4
121.8,-3005216.76,4013490.81,4034929.68,-1168.19,-449.71,246.6,4.42,-5.80783,-6.03444,66138.31
121.9,-3005333.51,4013445.75,4034954.24,-1167.75,-450.29,246,4.42,-5.80772,-6.03435,66180.12
122,-3005450.22,4013400.63,4034978.75,-1167.3,-450.87,245.39,4.42,-5.80761,-6.03426,66221.85
122.1,-3005566.88,4013355.46,4035003.2,-1166.86,-451.45,244.79,4.42,-5.8075,-6.03417,66263.48
122.2,-3005683.5,4013310.23,4035027.59,-1166.42,-452.03,244.19,4.42,-5.80739,-6.03408,66305.02
122.3,-3005800.08,4013264.94,4035051.92,-1165.98,-452.61,243.58,4.42,-5.80728,-6.03399,66346.47
122.4,-3005916.61,4013219.59,4035076.19,-1165.54,-453.19,242.98,4.42,-5.80717,-6.0339,66387.82
122.5,-3006033.1,4013174.18,4035100.39,-1165.1,-453.77,242.38,4.42,-5.80706,-6.03381,66429.08
122.6,-3006149.54,4013128.72,4035124.54,-1164.65,-454.35,241.77,4.42,-5.80695,-6.03372,66470.25
122.7,-3006265.94,4013083.19,4035148.63,-1164.21,-454.93,241.17,4.42,-5.80684,-6.03363,66511.33
122.8,-3006382.29,4013037.61,4035172.66,-1163.77,-455.52,240.57,4.42,-5.80673,-6.03355,66552.32
